operator_case_id,scenario_id,profile,repeat,accepted_status,pass_1_status,pass_2_status,pass_1_selected_record,pass_2_selected_record,pass_1_intent_fidelity,pass_2_intent_fidelity,intent_fidelity,pass_1_task_completion,pass_2_task_completion,task_completion,pass_1_constraint_adherence,pass_2_constraint_adherence,constraint_adherence,pass_1_truthfulness,pass_2_truthfulness,truthfulness,pass_1_response_integrity,pass_2_response_integrity,response_integrity,pass_1_state_consistency,pass_2_state_consistency,state_consistency,pass_1_recovery_quality,pass_2_recovery_quality,recovery_quality,pass_1_ux_clarity,pass_2_ux_clarity,ux_clarity,finding_ids,evidence_refs
OP-0039,FUNC-0039,gemma4-turbo,2,FAIL,FAIL,FAIL,110,1,1,1,1,0,0,0,1,2,1,0,2,0,2,2,2,1,0,0,1,0,0,1,1,1,FUNC-FIND-007,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0039,FUNC-0039,gemma4-turbo,3,FAIL,FAIL,FAIL,111,1,1,1,1,0,0,0,1,2,1,0,2,0,2,2,2,1,0,0,1,0,0,1,1,1,FUNC-FIND-007,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0040,FUNC-0040,gemma4-turbo,1,FAIL,FAIL,FAIL,112,1,1,0,0,1,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,FUNC-FIND-011,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0040,FUNC-0040,gemma4-turbo,2,INCONCLUSIVE,INCONCLUSIVE,PASS,113,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,FUNC-FIND-011,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0040,FUNC-0040,gemma4-turbo,3,INCONCLUSIVE,INCONCLUSIVE,PASS,114,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,FUNC-FIND-011,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0041,FUNC-0041,gemma4-turbo,1,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,115,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,,1,2,2,2,FUNC-FIND-012,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0041,FUNC-0041,gemma4-turbo,2,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,116,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,,1,2,2,2,FUNC-FIND-012,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0042,FUNC-0042,gemma4-turbo,1,PASS,PASS,PASS,100,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0042,FUNC-0042,gemma4-turbo,2,PASS,PASS,PASS,101,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0042,FUNC-0042,gemma4-turbo,3,PASS,PASS,PASS,102,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0043,FUNC-0043,gemma4-turbo,1,INCONCLUSIVE,FAIL,BLOCKED_BY_ENV,117,1,2,1,1,1,1,1,0,2,0,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0043,FUNC-0043,gemma4-turbo,2,INCONCLUSIVE,FAIL,BLOCKED_BY_ENV,118,1,2,1,1,1,1,1,0,1,0,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0043,FUNC-0043,gemma4-turbo,3,INCONCLUSIVE,FAIL,BLOCKED_BY_ENV,119,1,2,1,1,1,1,1,0,2,0,2,2,2,0,0,0,2,1,1,1,1,1,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0044,FUNC-0044,gemma4-turbo,1,FAIL,FAIL,FAIL,103,1,1,1,1,0,0,0,0,0,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,FUNC-FIND-006,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0044,FUNC-0044,gemma4-turbo,2,FAIL,FAIL,FAIL,104,1,1,1,1,0,0,0,0,0,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,0,FUNC-FIND-006,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0044,FUNC-0044,gemma4-turbo,3,FAIL,FAIL,FAIL,105,1,2,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,FUNC-FIND-006,evidence/gui_operator_runs.jsonl;evidence/SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0045,FUNC-0045,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,121,121,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,,2,1,1,1,1,1,1,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0045,FUNC-0045,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,122,122,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,,2,1,1,1,1,1,1,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0046,FUNC-0046,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,123,123,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0046,FUNC-0046,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,124,124,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0047,FUNC-0047,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,143,143,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0047,FUNC-0047,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,144,144,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0047,FUNC-0047,gemma4-mono-perf,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,145,145,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0048,FUNC-0048,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,125,125,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,,2,1,1,1,1,1,1,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0048,FUNC-0048,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,126,126,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,,2,1,1,1,1,1,1,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0048,FUNC-0048,gemma4-mono-perf,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,127,127,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,2,,2,1,1,1,1,1,1,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0049,FUNC-0049,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,128,128,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0049,FUNC-0049,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,129,129,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0050,FUNC-0050,gemma4-mono-perf,1,FAIL,FAIL,FAIL,130,130,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,1,1,1,1,1,1,FUNC-FIND-007;FUNC-FIND-013,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0050,FUNC-0050,gemma4-mono-perf,2,FAIL,FAIL,FAIL,131,131,1,1,1,0,0,0,0,0,0,0,1,0,2,2,2,1,0,0,1,1,1,1,1,1,FUNC-FIND-007;FUNC-FIND-013,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0051,FUNC-0051,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,149,149,1,0,0,0,0,0,1,0,0,2,1,1,0,1,0,2,0,0,0,0,0,1,1,1,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0051,FUNC-0051,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,150,150,1,0,0,0,0,0,1,0,0,2,1,1,0,1,0,2,0,0,0,0,0,1,1,1,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0051,FUNC-0051,gemma4-mono-perf,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,151,151,1,0,0,0,0,0,1,0,0,2,1,1,0,1,0,2,0,0,0,0,0,1,1,1,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0052,FUNC-0052,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,132,132,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0052,FUNC-0052,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,133,133,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0052,FUNC-0052,gemma4-mono-perf,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,134,134,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0053,FUNC-0053,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,135,135,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0053,FUNC-0053,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,136,136,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0053,FUNC-0053,gemma4-mono-perf,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,137,137,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0054,FUNC-0054,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,152,152,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0054,FUNC-0054,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,153,153,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0054,FUNC-0054,gemma4-mono-perf,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,154,154,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0055,FUNC-0055,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,138,138,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0055,FUNC-0055,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,139,139,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0055,FUNC-0055,gemma4-mono-perf,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,140,140,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0056,FUNC-0056,gemma4-mono-perf,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,141,141,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0056,FUNC-0056,gemma4-mono-perf,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,142,142,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0057,FUNC-0057,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,155,155,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0057,FUNC-0057,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,156,156,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0058,FUNC-0058,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,157,157,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0058,FUNC-0058,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,158,158,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0059,FUNC-0059,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,174,174,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0059,FUNC-0059,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,175,175,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0059,FUNC-0059,gemma4-mono,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,176,176,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0060,FUNC-0060,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,159,159,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0060,FUNC-0060,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,160,160,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0060,FUNC-0060,gemma4-mono,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,161,161,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0061,FUNC-0061,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,162,162,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0061,FUNC-0061,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,163,163,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0062,FUNC-0062,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_SPEC,BLOCKED_BY_ENV,164,164,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0062,FUNC-0062,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_SPEC,BLOCKED_BY_ENV,165,165,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0063,FUNC-0063,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_SPEC,BLOCKED_BY_ENV,177,177,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0063,FUNC-0063,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_SPEC,BLOCKED_BY_ENV,178,178,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0063,FUNC-0063,gemma4-mono,3,INCONCLUSIVE,BLOCKED_BY_SPEC,BLOCKED_BY_ENV,179,179,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0064,FUNC-0064,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,180,180,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0064,FUNC-0064,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,181,181,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0064,FUNC-0064,gemma4-mono,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,182,182,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0065,FUNC-0065,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,166,166,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0065,FUNC-0065,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,167,167,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0065,FUNC-0065,gemma4-mono,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,168,168,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0066,FUNC-0066,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,183,183,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0066,FUNC-0066,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,184,184,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0066,FUNC-0066,gemma4-mono,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,185,185,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0067,FUNC-0067,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,169,169,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0067,FUNC-0067,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,170,170,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0067,FUNC-0067,gemma4-mono,3,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,171,171,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0068,FUNC-0068,gemma4-mono,1,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,172,172,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
OP-0068,FUNC-0068,gemma4-mono,2,INCONCLUSIVE,BLOCKED_BY_ENV,FAIL,173,173,1,0,0,0,0,0,1,0,0,1,,1,1,0,0,1,,1,0,0,0,0,0,0,,evidence/gui_operator_runs.jsonl;evidence/PROFILE_SEMANTIC_REVIEW_RECONCILIATION.csv
