path,classification,subsystem,size_bytes,line_count,public_entry_points,outgoing_dependencies,side_effect_categories,test_reference_count,indexed,review_status,phase_b_required
backend/tests/test_agentic_loop.py,test,backend-tests,30396,768,test_agentic_loop_runs_safe_tool_then_answers;test_agentic_loop_corrects_mixed_tool_payload_before_execution;test_agentic_loop_never_returns_repeated_malformed_tool_payload;test_agentic_loop_recalls_persisted_document_then_summarizes;test_agentic_loop_learns_persona_insight_from_dialogue;test_agentic_loop_inspects_system_without_the_word_wmi;test_agentic_answer_auto_continues_after_length_finish;test_agentic_loop_gates_dangerous_tool_with_approval;test_explicit_current_turn_write_executes_without_approval;test_agentic_loop_stops_at_step_budget;test_agentic_stream_suppresses_tool_json_and_streams_answer;test_agentic_stream_corrects_mixed_tool_payload_without_leaking;test_agentic_stream_forced_final_tool_payload_is_safe_error;test_mission_step_executes_with_tools_when_llm_enabled;test_mission_step_approval_carries_mission_id;test_approval_execution_resumes_blocked_mission_step;test_agentic_stream_plain_answer_has_no_regression,__future__;asyncio;base64;jarvis_gpt.agent;jarvis_gpt.approval_executor;jarvis_gpt.config;jarvis_gpt.dispatcher;jarvis_gpt.event_bus;jarvis_gpt.executive_runtime;jarvis_gpt.ingest;jarvis_gpt.llm;jarvis_gpt.storage;json,persistence,0,true,subsystem-review,false
backend/tests/test_api_smoke.py,test,backend-tests,26690,757,client;test_lifespan_cleanup_survives_repeated_cancellation;test_lifespan_holds_primary_lease_until_cancelled_host_refresh_finishes;test_health_and_status;test_read_only_web_status_endpoints_do_not_create_tool_runs;test_model_download_can_be_cancelled;test_api_cannot_reapprove_an_executing_approval;test_primary_runtime_recovers_interrupted_approval_without_replay;test_runtime_security_and_backup;test_local_api_rejects_cross_site_state_change;test_dispatcher_action_api_preserves_independent_verification;test_loopback_api_can_require_token;test_websocket_enforces_strict_token_and_origin;test_operator_quality_and_autonomy_cancel;test_autonomy_start_runs_detached;test_cors_is_loopback_only;test_chat_offline_and_feedback_roundtrip;test_interrupted_stream_partial_answer_is_recoverable;test_mission_lifecycle_and_report;test_rejected_mission_approval_reconciles_executive_branch;test_operator_queue_and_memory_and_tools;test_approvals_and_persona,__future__;asyncio;base64;fastapi;jarvis_gpt.api;jarvis_gpt.config;jarvis_gpt.model_hub;jarvis_gpt.runtime_lease;pathlib;pytest;starlette.testclient;starlette.websockets;threading,network,0,true,subsystem-review,false
backend/tests/test_approval_executor.py,test,backend-tests,43647,1166,test_approval_executor_runs_memory_save;test_approval_executor_requires_approved_status;test_approval_executor_rejects_unknown_action;test_approval_executor_can_run_structured_danger_tool_after_approval;test_approval_executor_claims_side_effect_once;test_repeated_caller_cancellation_waits_for_action_and_finalization;test_approval_executor_finalizes_unexpected_failure;test_approval_terminal_result_and_errors_are_secret_redacted;test_post_claim_context_inspector_exception_finalizes_without_side_effect;test_executing_approval_cannot_be_reapproved;test_interrupted_approval_recovery_is_terminal_and_reconcile_only;test_operator_rejection_uses_durable_reconciliation_outbox;test_empty_mission_abort_result_uses_executive_terminal_fallback;test_empty_mission_abort_result_retains_reconciliation_without_fallback;test_cold_start_reconciliation_outbox_is_idempotent_after_dag_adaptation;test_authoritative_callback_finishes_before_cancellation_propagates;test_stale_mission_approval_is_rejected_before_side_effect;test_mission_approval_without_durable_executive_plan_fails_closed;test_post_claim_context_race_fails_terminal_before_side_effect;test_executive_approval_rejects_argument_substitution_before_side_effect;test_executive_transaction_approval_executes_once_without_replay;test_executive_approval_rejects_filesystem_wrapper_before_side_effect;test_executive_approval_is_bound_to_persisted_and_current_environment,__future__;asyncio;base64;hashlib;jarvis_gpt.agent;jarvis_gpt.approval_executor;jarvis_gpt.config;jarvis_gpt.dispatcher;jarvis_gpt.event_bus;jarvis_gpt.executive_runtime;jarvis_gpt.llm;jarvis_gpt.models;jarvis_gpt.storage;jarvis_gpt.tools;pytest,persistence,0,true,subsystem-review,false
backend/tests/test_browser_cdp.py,test,backend-tests,5199,177,FakeWebSocket;test_cdp_fetch_guard_fails_private_subrequest_before_continuing;test_cdp_fails_closed_on_websocket_to_metadata_service;test_cdp_closes_new_popup_target_before_it_can_run;test_prepare_page_intercepts_http_websocket_and_related_targets;test_read_chrome_page_always_closes_temporary_target,__future__;asyncio;jarvis_gpt;jarvis_gpt.browser_cdp;json;pytest,network;persistence,0,true,subsystem-review,false
backend/tests/test_cognitive_memory.py,test,backend-tests,8584,231,test_host_profile_refresh_is_atomic_verifiable_and_hash_is_stable;test_host_capability_fingerprint_ignores_volatile_interface_addresses;test_host_profile_rejects_tampering_and_incomplete_collector;test_host_profile_fallback_rejects_stale_snapshot;test_intel_only_gpu_does_not_claim_cuda_capability;test_playbooks_normalize_deduplicate_score_and_count_usage;test_playbook_read_only_lookup_does_not_mutate_rank_and_redacts_secrets;test_playbooks_are_thread_safe_and_fail_closed_on_bad_input;test_playbooks_persist_across_store_restarts,__future__;concurrent.futures;jarvis_gpt.cognitive_memory;pytest,persistence,0,true,subsystem-review,false
backend/tests/test_config_storage.py,test,backend-tests,12793,366,test_settings_use_external_home;test_mono_perf_profile_preserves_certified_fractional_vllm_tuning;test_storage_only_degrades_for_expected_fts_errors;test_storage_persists_mission;test_storage_creates_consistent_database_backup;test_storage_lists_conversations_and_messages;test_storage_get_message_by_id_preserves_metadata;test_storage_deletes_conversation_and_messages;test_storage_updates_task_progress_and_searches_memory;test_storage_update_mission_task_requires_matching_mission_when_provided;test_storage_merges_duplicate_memories_and_hybrid_search;test_storage_mirrors_memory_to_obsidian_like_vault;test_memory_vault_rejects_dot_segment_namespace_escape;test_storage_consolidates_existing_duplicate_memories;test_storage_records_approval_gate;test_storage_persists_runtime_values,__future__;jarvis_gpt.config;jarvis_gpt.storage;pathlib;pytest;sqlite3,persistence,0,true,subsystem-review,false
backend/tests/test_deployment_contracts.py,test,backend-tests,7372,158,test_launcher_is_ascii_safe_for_windows_powershell_5;test_backend_image_installs_sandboxed_chromium_and_drops_root;test_bundled_web_surfer_dependencies_are_pinned_for_native_and_container_runs;test_compose_defaults_to_loopback_and_propagates_build_contract;test_chromium_seccomp_profile_keeps_default_deny_and_allows_namespaces;test_launcher_is_local_only_and_preserves_foreign_listeners;test_frontend_runtime_uses_unprivileged_node_user,__future__;pathlib,process,0,true,subsystem-review,false
backend/tests/test_dispatcher.py,test,backend-tests,19096,551,test_dispatcher_manager_builds_compose_environment;test_dispatcher_status_redacts_hugging_face_token;test_dispatcher_status_schema_preserves_runtime_diagnostics;test_dispatcher_turbo_profile_keeps_cuda_graph_path;test_dispatcher_mono_perf_profile_is_gpu_first;test_dispatcher_parses_actual_container_runtime_command;test_dispatcher_verification_accepts_matching_runtime_during_warmup;test_dispatcher_compose_success_is_rejected_when_runtime_disagrees;test_runtime_match_requires_model_and_every_profile_flag;test_runtime_match_rejects_stale_mono_perf_without_text_only_flag;test_dispatcher_reuse_requires_configured_image;test_mismatched_dispatcher_container_is_removed_before_start;test_matching_dispatcher_container_is_reused_without_removal;test_verified_start_skips_compose_for_exact_running_runtime;test_dispatcher_stop_rejects_unknown_docker_state;test_dispatcher_cli_exits_nonzero_when_verified_action_fails,__future__;contextlib;jarvis_gpt.cli;jarvis_gpt.config;jarvis_gpt.dispatcher;jarvis_gpt.models;pytest;types,process,0,true,subsystem-review,false
backend/tests/test_document_memory.py,test,backend-tests,15910,421,test_document_memory_recalls_content_and_returns_analysis;test_document_memory_finds_filename_without_indexed_chunks;test_document_memory_filename_lookup_is_unicode_casefolded;test_document_memory_recalls_generic_code_text_by_exact_filename;test_document_memory_specific_no_match_does_not_guess_recent;test_document_memory_temporal_specific_no_match_does_not_guess_recent;test_document_memory_rejects_partial_two_term_identity;test_document_memory_identity_terms_require_token_boundaries;test_document_memory_keeps_distinctive_terms_that_start_with_doc;test_document_memory_ambiguous_generic_match_requires_file_id;test_document_memory_recent_fallback_selects_latest_supported_document;test_document_memory_temporal_query_selects_newest_validated_match;test_document_memory_unspecified_saved_document_is_ambiguous;test_document_memory_reports_bounded_multi_document_scope;test_documents_recall_tool_runs_full_persisted_flow;test_file_search_keeps_exact_content_hit_older_than_recent_window;test_archive_extracted_pptx_is_indexed_and_recallable,__future__;asyncio;jarvis_gpt.config;jarvis_gpt.document_memory;jarvis_gpt.document_surfer;jarvis_gpt.ingest;jarvis_gpt.llm;jarvis_gpt.storage;jarvis_gpt.tools;pathlib;zipfile,persistence;process,0,true,subsystem-review,false
backend/tests/test_document_runtime.py,test,backend-tests,558,18,test_parse_xml_rejects_dtd_and_entity_expansion;test_parse_xml_accepts_plain_office_xml,__future__;jarvis_gpt.document_runtime;pytest,,0,true,subsystem-review,false
backend/tests/test_document_surfer.py,test,backend-tests,6027,153,test_supported_kinds_cover_core_and_generation;test_capabilities_probe_is_stable;test_inspect_and_search_text_document;test_compare_and_edit_plan;test_apply_replacements_never_overwrites_source;test_generate_markdown_and_docx;test_generate_xlsx_and_convert;test_summarize_corpus_and_package;test_document_agent_generate_uses_surfer;test_empty_search_query_raises;test_is_document_path_supported_extended,__future__;jarvis_gpt.document_agent;jarvis_gpt.document_runtime;jarvis_gpt.document_surfer;pathlib;pytest,persistence,0,true,subsystem-review,false
backend/tests/test_embeddings.py,test,backend-tests,7294,183,test_lexical_vector_matches_inflection_over_unrelated;test_reciprocal_rank_fusion_rewards_agreement;test_embedding_backend_disabled_returns_none;test_semantic_order_uses_remote_dense_vectors_when_available;test_hybrid_files_reranks_chunks_by_semantic_closeness;test_hybrid_files_falls_back_to_recent_chunks_without_lexical_overlap;test_hybrid_memory_surfaces_paraphrase_missed_by_keywords,__future__;asyncio;jarvis_gpt.agent;jarvis_gpt.config;jarvis_gpt.embeddings;jarvis_gpt.event_bus;jarvis_gpt.llm;jarvis_gpt.storage,persistence,0,true,subsystem-review,false
backend/tests/test_event_bus.py,test,backend-tests,1196,41,test_publish_does_not_serialize_slow_websocket_clients,__future__;asyncio;jarvis_gpt;jarvis_gpt.event_bus;json,network,0,true,subsystem-review,false
backend/tests/test_execution_actions_protocol.py,test,backend-tests,6539,198,test_typed_filesystem_actions_round_trip_without_shell;test_path_policy_rejects_escape_and_symlink;test_expected_digest_delete_never_unlinks_a_raced_replacement;test_bound_temporary_identity_rejects_a_post_close_replacement;test_read_never_follows_a_parent_identity_swap;test_protocol_is_strict_versioned_and_discriminated;test_protocol_rejects_invalid_base64,__future__;asyncio;base64;hashlib;jarvis_gpt.execution_actions;jarvis_gpt.execution_filesystem;jarvis_gpt.execution_protocol;os;pydantic;pytest,persistence,0,true,subsystem-review,false
backend/tests/test_execution_kernel.py,test,backend-tests,26129,794,test_registry_feedback_redacts_values_with_secret_names;test_kernel_transactions_and_idempotent_replay;test_secondary_kernel_cannot_recover_primary_checkpoints;test_failed_startup_rollback_blocks_mutations_and_transactions;test_kernel_disables_processes_without_capability;test_kernel_process_is_nontransactional_and_session_recorded;test_kernel_atomic_batch_is_session_recorded_and_idempotent;test_kernel_atomic_batch_rejects_non_reversible_actions;test_failed_mutation_verification_rolls_back_before_commit;test_batch_verification_runs_before_commit_and_replay_is_rechecked;test_kernel_batch_exception_finalizes_session;test_kernel_cancel_escalates_only_session_owned_process;test_kernel_serializes_same_action_id_before_any_second_mutation;test_concurrent_identical_action_rechecks_second_cache_hit;test_committed_mutation_records_idempotency_before_honoring_cancellation;test_kernel_serializes_sibling_transactions_under_new_parent;test_kernel_rejects_process_cwd_outside_execution_roots;test_kernel_requires_per_executable_environment_grammar;test_cancelling_process_task_finalizes_session_state;test_session_cancel_waits_for_reserved_process_registration,__future__;asyncio;base64;hashlib;jarvis_gpt.execution_actions;jarvis_gpt.execution_config;jarvis_gpt.execution_kernel;jarvis_gpt.execution_process;jarvis_gpt.execution_transaction;pathlib;pytest;re;sys,persistence,0,true,subsystem-review,false
backend/tests/test_execution_process.py,test,backend-tests,26998,774,test_posix_supervisor_environment_does_not_inherit_backend_secrets;test_process_runner_captures_streams_and_filesystem_diff;test_process_runner_detects_stall_and_terminates_tree;test_process_runner_cleans_child_tree_after_root_exits;test_process_runner_contains_child_that_escapes_with_setsid;test_posix_registration_failure_aborts_suspended_target_without_deadlock;test_cancellation_before_registration_never_resumes_suspended_target;test_cancellation_after_registration_is_an_atomic_pre_resume_barrier;test_process_observation_never_follows_a_symlink_created_by_target;test_posix_supervisor_cleans_escaped_tree_after_runner_parent_crash;test_process_runner_rejects_shells_and_unscoped_observation;test_process_runner_returns_rich_feedback_when_containment_setup_fails;test_executable_allowlist_is_enforced;test_posix_runner_executes_pinned_inode_after_path_replacement;test_windows_runner_pins_image_until_create_process_returns;test_process_feedback_auto_redacts_secret_flags;test_executable_rule_enforces_positional_argv_grammar;test_executable_rule_rejects_content_changed_after_policy_load;test_only_session_owned_exact_process_can_be_terminated;test_interrupt_keeps_ignored_signal_process_owned_until_kill;test_repeated_cancellation_cannot_interrupt_process_cleanup;test_cancellation_after_exit_waits_for_snapshot_and_session_finalization,__future__;asyncio;contextlib;jarvis_gpt.execution_actions;jarvis_gpt.execution_process;jarvis_gpt.execution_session;os;pathlib;pytest;shutil;signal;subprocess;sys;threading;time,persistence;process,0,true,subsystem-review,false
backend/tests/test_execution_replay.py,test,backend-tests,8902,256,test_transaction_replays_from_durable_journal_after_kernel_restart;test_durable_journal_rehydrates_result_after_memory_cache_eviction;test_committed_checkpoint_wal_repairs_crash_before_journal_replace;test_live_retry_imports_committed_wal_before_any_reexecution;test_durable_replay_collision_and_corruption_fail_closed;test_replay_snapshot_rejects_valid_entry_removal_and_reordering;test_durable_replay_retention_prunes_oldest_entries,__future__;asyncio;base64;jarvis_gpt.execution_kernel;json;pytest,persistence,0,true,subsystem-review,false
backend/tests/test_execution_tools.py,test,backend-tests,22835,650,test_execution_tools_publish_real_schema_and_remove_raw_shell;test_execution_inspect_and_approved_atomic_write;test_execution_playbook_is_derived_only_from_typed_verification_facts;test_execution_verify_inspects_exact_mutation_postcondition_without_replay;test_verification_surfaces_cannot_bypass_registry_or_network_capabilities;test_execution_sessions_record_bounded_actions;test_process_run_creates_and_finalizes_owned_session;test_process_run_cannot_claim_a_preexisting_path_postcondition;test_execution_inspect_denies_runtime_secret_paths;test_execution_capabilities_file_is_strict_and_explicit;test_execution_capabilities_file_rejects_unknown_fields;test_invalid_config_write_is_independently_verified_and_rolled_back;test_destructive_action_runs_dry_run_and_supports_exact_preflight_permit,__future__;asyncio;base64;hashlib;jarvis_gpt.cognitive_memory;jarvis_gpt.config;jarvis_gpt.execution_config;jarvis_gpt.llm;jarvis_gpt.storage;jarvis_gpt.tools;json;pytest;re;sys,persistence,0,true,subsystem-review,false
backend/tests/test_execution_transaction_session.py,test,backend-tests,20279,599,test_transaction_rolls_back_all_files_after_failure;test_transaction_parent_identity_cannot_be_redirected_after_checkpoint;test_transaction_removes_parent_directories_it_created;test_transaction_commits_and_removes_checkpoint;test_checkpoint_wal_recovers_interrupted_mutation;test_checkpoint_rejects_targets_overlapping_its_store;test_repeated_cancellation_waits_for_checkpoint_creation_and_cleans_it;test_transaction_cancellation_waits_for_action_then_rolls_back;test_repeated_cancellation_cannot_interrupt_in_flight_action;test_repeated_cancellation_cannot_interrupt_in_flight_rollback;test_transaction_cancellation_during_commit_returns_committed_result;test_commit_manifest_failure_resets_state_and_rolls_back;test_registry_rollback_deduplicates_new_key_cleanup;test_cancelled_commit_failure_clears_cancellation_and_rolls_back;test_session_state_machine_and_bounded_dry_fact_compression;test_session_registry_rejects_unowned_pids_and_lists_snapshots,__future__;asyncio;hashlib;jarvis_gpt.execution_actions;jarvis_gpt.execution_models;jarvis_gpt.execution_session;jarvis_gpt.execution_transaction;os;pytest;sys;threading;types,persistence,0,true,subsystem-review,false
backend/tests/test_executive_cognitive.py,test,backend-tests,18816,541,test_llm_dag_and_cognitive_artifact_complete_without_self_claims;test_direct_read_only_tool_output_mints_typed_artifact_evidence;test_unrelated_read_only_output_cannot_satisfy_step_assertion;test_unrelated_cognitive_prose_cannot_satisfy_step_assertion;test_empty_memory_search_echo_cannot_satisfy_observation_step;test_unrelated_typed_inspection_cannot_satisfy_observation_step;test_llm_mission_adapts_to_changed_environment_and_completes_revalidation;test_malformed_llm_decomposition_fails_before_mission_persistence;test_state_goal_cannot_be_recast_as_artifact_only_decomposition;test_authoritative_goal_policy_cannot_be_weakened_to_prose;test_create_deployment_plan_remains_artifact_only_work,__future__;asyncio;hashlib;jarvis_gpt.agent;jarvis_gpt.config;jarvis_gpt.event_bus;jarvis_gpt.executive_runtime;jarvis_gpt.llm;jarvis_gpt.models;jarvis_gpt.storage;json;pytest,,0,true,subsystem-review,false
backend/tests/test_executive_planner.py,test,backend-tests,19688,557,test_decomposition_contract_is_strict_versioned_and_contains_context;test_environment_fingerprint_rejects_tampering_and_non_json_values;test_planner_detaches_mutable_json_from_inputs_and_snapshots;test_topological_order_and_parallel_ready_selection_are_deterministic;test_graph_rejects_unknown_dependencies_and_cycles_without_partial_load;test_step_success_requires_action_and_independent_assertion_verification;test_goal_assertions_gate_success_and_failed_check_allows_remediation;test_precondition_fingerprints_block_changed_environment_and_recover;test_revision_preserves_completed_state_and_replaces_failed_branch;test_revision_reset_clears_bound_action_and_contract_together;test_revision_is_optimistic_atomic_cycle_safe_and_protects_success;test_attempt_and_revision_limits_cannot_be_bypassed;test_step_proposal_cannot_raise_the_global_attempt_cap;test_snapshot_round_trip_recovers_inflight_step_as_failed;test_planning_and_revised_snapshots_round_trip;test_snapshot_rejects_false_success_without_goal_verification;test_successful_snapshot_round_trip_retains_goal_assertions;test_cancellation_is_terminal_and_preserves_successful_steps,__future__;copy;hashlib;jarvis_gpt.executive_planner;json;pydantic;pytest,,0,true,subsystem-review,false
backend/tests/test_executive_runtime.py,test,backend-tests,66034,1960,test_coordinator_executes_only_ready_steps_and_goal_assertions;test_snapshot_does_not_reclassify_live_step_as_crash;test_cold_start_routes_interrupted_running_task_to_reconciliation;test_reconcile_only_state_step_closes_by_exact_inspection_without_replay;test_secondary_coordinator_does_not_recover_live_primary_work;test_cold_start_releases_task_claim_persisted_before_planner_start;test_cold_start_completes_task_when_verified_planner_write_won;test_cold_start_preserves_approval_blocked_inflight_step;test_cold_start_finishes_running_to_blocked_approval_crash_window;test_cold_start_rejects_approval_missing_bound_action_contract;test_cold_start_recovers_running_sibling_without_invalidating_blocked_approval;test_cold_start_never_replays_ambiguous_committed_safe_mutation;test_failed_step_revises_remaining_graph_without_resetting_success;test_success_log_with_failed_verification_revises_fail_closed;test_model_supplied_positive_verification_is_not_trusted;test_nested_inspector_shaped_payload_is_not_trusted;test_inspector_evidence_is_bound_to_requested_action;test_verified_unrelated_action_cannot_satisfy_bound_step_contract;test_state_action_subject_must_match_planned_literal_target;test_explicit_delete_intent_rejects_opposite_write_kind;test_ambiguous_remove_entry_goal_keeps_content_edit_compatible;test_explicit_move_intent_rejects_copy_with_same_subject_roles;test_explicit_file_output_intent_rejects_delete_and_path_verb_injection;test_transaction_binds_all_declared_targets_and_verification_order;test_mixed_effect_transaction_cannot_swap_operations_between_targets;test_executive_mutation_contract_requires_explicit_stable_action_id;test_process_command_can_bind_exact_planned_executable_path;test_process_command_binds_quoted_windows_path_with_spaces;test_process_run_requires_typed_tcp_postcondition_for_planned_port;test_process_termination_requires_exact_owned_pid_postcondition;test_subject_identity_preserves_posix_and_url_case_but_folds_windows;test_state_action_can_bind_to_trusted_predecessor_discovery;test_inspection_supplemental_subject_cannot_expand_mutation_authority;test_minted_evidence_is_rejected_after_contract_changes;test_cold_start_quarantines_tasks_from_uncommitted_dag_revision;test_cold_start_isolates_malformed_plan_and_recovers_other_missions;test_cold_start_backfills_pristine_mission_without_plan;test_cold_start_quarantines_partially_executed_mission_without_plan;test_cold_start_fingerprint_change_inserts_revalidation_branch;test_fingerprint_change_invalidates_active_approval_and_reconciles;test_plan_creation_consults_execution_playbooks,__future__;hashlib;jarvis_gpt.cognitive_memory;jarvis_gpt.executive_runtime;jarvis_gpt.models;jarvis_gpt.storage;json;pytest;re,persistence,0,true,subsystem-review,false
backend/tests/test_experience.py,test,backend-tests,5354,163,FakeLLM;FakeTelemetry;FakeDispatcher;test_preferences_and_policy_are_persistent;test_daily_briefing_summarizes_risk_and_pending_approval;test_self_heal_report_suggests_non_destructive_actions;test_benchmark_records_history,__future__;asyncio;jarvis_gpt.config;jarvis_gpt.experience;jarvis_gpt.models;jarvis_gpt.storage;typing,,0,true,subsystem-review,false
backend/tests/test_experience_loop.py,test,backend-tests,8015,188,test_message_feedback_persists_metadata_and_learning_journal;test_learning_tick_turns_quality_signals_into_lessons;test_lessons_prompt_is_injected_into_every_turn;test_operator_queue_surfaces_quality_signals;test_failed_self_check_writes_learning_observation,__future__;asyncio;jarvis_gpt.agent;jarvis_gpt.config;jarvis_gpt.event_bus;jarvis_gpt.learning;jarvis_gpt.llm;jarvis_gpt.operator_queue;jarvis_gpt.storage,,0,true,subsystem-review,false
backend/tests/test_file_types_and_archives.py,test,backend-tests,5441,144,test_identify_magic_pdf_and_zip;test_identify_docx_by_zip_content;test_identify_tar_gz_extension_and_magic;test_identify_text_content_without_extension;test_zip_list_extract_read_and_search;test_tar_gz_roundtrip;test_gz_stream_list_and_extract;test_path_traversal_rejected;test_surfer_identify_probe_and_create;test_surfer_inspect_archive,__future__;gzip;jarvis_gpt.archive_runtime;jarvis_gpt.document_surfer;jarvis_gpt.file_types;pathlib;pytest;tarfile;zipfile,persistence,0,true,subsystem-review,false
backend/tests/test_host_bridge_client.py,test,backend-tests,4662,132,test_host_bridge_client_posts_structured_action;test_host_bridge_client_rejects_unknown_action_without_network;test_host_bridge_status_requires_authenticated_capabilities;test_host_bridge_status_rejects_stale_process_policy,__future__;asyncio;jarvis_gpt.config;jarvis_gpt.host_bridge;threading,persistence,0,true,subsystem-review,false
backend/tests/test_host_bridge_script.py,test,backend-tests,17237,516,test_raw_execute_endpoint_is_gone_and_action_requires_authentication;test_action_contract_rejects_unknown_fields_shells_and_string_arguments;test_process_view_contract_is_bounded_and_enum_only;test_native_app_policy_rejects_path_aliases_and_accepts_explicit_exact_paths;test_native_app_argument_grammars_reject_windows_devices_and_ads;test_capabilities_publish_versioned_native_app_policy;test_capabilities_fail_closed_on_invalid_configured_app_paths;test_configured_app_paths_treat_special_characters_as_literals;test_process_start_uses_direct_validated_argv_without_shell;test_fixed_process_console_never_executes_request_text;test_process_top_fixed_script_sorts_before_limiting;test_process_argv_redaction_covers_split_inline_and_url_secrets;test_native_actions_execute_only_the_fixed_encoded_script;test_windows_powershell_fixed_invocation_uses_sta_and_no_bypass;test_existing_bridge_token_is_protected_on_every_read;test_bridge_token_is_published_only_after_complete_temp_write;test_windows_token_acl_removes_broad_principals_with_fixed_argv;test_security_command_never_uses_a_shell;test_windows_token_acl_commands_succeed_on_a_real_file,__future__;base64;http.client;importlib.util;json;os;pathlib;pytest;subprocess;threading;types,persistence;process,0,true,subsystem-review,false
backend/tests/test_ingest.py,test,backend-tests,12155,320,test_file_ingestor_indexes_text_and_records_audit;test_file_ingestor_indexes_directory_with_limits;test_file_ingestor_indexes_office_documents;test_file_ingestor_indexes_extended_document_surfer_formats;test_file_ingestor_reindexes_legacy_stored_extended_document;test_file_ingestor_reindexes_duplicate_with_corrected_extension;test_file_ingestor_keeps_regular_text_formats_on_text_path;test_file_lookup_prefers_specific_mime_for_duplicate_hash;test_file_ingestor_rejects_oversized_stream_and_removes_temp;test_file_ingestor_removes_temp_when_stream_fails,__future__;hashlib;io;jarvis_gpt;jarvis_gpt.config;jarvis_gpt.ingest;jarvis_gpt.storage;pathlib;pytest;zipfile,persistence,0,true,subsystem-review,false
backend/tests/test_learning_telemetry.py,test,backend-tests,10040,275,test_learning_tick_saves_lessons_from_pending_approval;test_learning_tick_deduplicates_lessons;test_learning_journal_survives_chat_deletion_and_feeds_lessons;test_learning_tick_can_distill_with_llm;test_telemetry_performance_plan_and_host_bridge_status;test_live_telemetry_reuses_fast_gpu_cache;test_supervisor_status_reflects_autonomy_settings;test_supervisor_records_health_snapshot;test_supervisor_background_cognition_persists_pulse,__future__;asyncio;contextlib;jarvis_gpt.config;jarvis_gpt.host_bridge;jarvis_gpt.learning;jarvis_gpt.storage;jarvis_gpt.supervisor;jarvis_gpt.telemetry;types,persistence;process,0,true,subsystem-review,false
backend/tests/test_llm.py,test,backend-tests,11955,365,test_stream_chunk_parser_reads_openai_sse_delta;test_stream_chunk_parser_reads_done_marker;test_stream_chunk_parser_preserves_finish_reason;test_stream_chunk_parser_keeps_finish_reason_on_contentful_delta;test_stream_chunk_parser_preserves_usage_without_choices;test_llm_health_ignores_proxy_environment;test_foreground_preempts_and_defers_background_generation;test_router_admission_is_safe_across_event_loops;test_admission_release_survives_repeated_cancellation;test_inference_benchmark_uses_stream_usage_and_bounded_runs;test_stream_benchmark_reads_usage_after_finish_reason;test_background_stream_releases_lease_before_buffer_delivery,__future__;asyncio;jarvis_gpt.config;jarvis_gpt.llm,network,0,true,subsystem-review,false
backend/tests/test_model_catalog.py,test,backend-tests,4583,125,test_builtin_profile_model_identities_are_exclusive;test_mono_perf_dispatcher_args_are_exact_and_keep_fractional_offload;test_model_catalog_uses_configured_root_and_active_profile;test_model_catalog_honors_active_model_override;test_model_catalog_ignores_cross_profile_builtin_override,__future__;jarvis_gpt.config;jarvis_gpt.model_catalog;jarvis_gpt.storage;json;pytest,persistence,0,true,subsystem-review,false
backend/tests/test_model_hub.py,test,backend-tests,15011,473,test_model_hub_rejects_cross_profile_builtin_activation;test_model_hub_keeps_custom_model_override;test_download_file_resumes_part_with_range;test_download_file_discards_oversized_partial;test_model_download_worker_uses_parallel_file_workers;test_download_file_uses_parallel_segments;test_model_file_path_cannot_escape_download_root;test_model_hub_recovers_interrupted_jobs_on_start;test_model_hub_rejects_duplicate_target_download;test_model_download_worker_honors_preexisting_cancel;test_shutdown_worker_registry_blocks_overlapping_manager,__future__;jarvis_gpt.config;jarvis_gpt.model_catalog;jarvis_gpt.model_hub;jarvis_gpt.storage;pathlib;pytest;threading;time,network;persistence,0,true,subsystem-review,false
backend/tests/test_operations.py,test,backend-tests,15941,467,test_browser_and_docker_policy_persist;test_autonomy_jobs_are_budgeted;test_autonomy_jobs_report_due_work;test_autonomy_job_failure_backoff_and_run_history;test_autonomy_jobs_have_priority_deadline_and_cancel;test_autonomy_running_lease_blocks_due_and_recovers_stale;test_mission_autonomy_job_runs_headless_and_persists_mission_id;test_autonomy_executor_records_exceptions_as_failed_runs;test_autonomy_executor_cancels_running_child_task;test_autonomy_executor_does_not_run_stale_snapshot_after_cancel;test_cleanup_removes_only_allowed_containers,__future__;asyncio;datetime;jarvis_gpt.agent;jarvis_gpt.autonomy_executor;jarvis_gpt.config;jarvis_gpt.experience;jarvis_gpt.learning;jarvis_gpt.llm;jarvis_gpt.operations;jarvis_gpt.storage,process,0,true,subsystem-review,false
backend/tests/test_operator_queue.py,test,backend-tests,3023,92,test_operator_queue_collects_approvals_missions_and_future_profiles;test_memory_hygiene_and_model_profile_scaffold,__future__;jarvis_gpt.config;jarvis_gpt.operator_queue;jarvis_gpt.storage,,0,true,subsystem-review,false
backend/tests/test_persona.py,test,backend-tests,6343,170,test_normalize_fills_defaults_and_caps_lists;test_is_configured_and_accessors;test_render_system_block_is_empty_for_defaults;test_render_system_block_includes_rich_fields;test_persona_persists_and_audits;test_add_insight_appends_and_dedupes;test_agent_injects_persona_into_prompt;test_agent_prompt_has_no_persona_block_by_default;test_weather_inference_prefers_persona_location,__future__;asyncio;jarvis_gpt.agent;jarvis_gpt.config;jarvis_gpt.event_bus;jarvis_gpt.llm;jarvis_gpt.persona;jarvis_gpt.storage;pytest,process,0,true,subsystem-review,false
